Pubchem_SID,Pubchem_CID,SMILES,Activity_Outcome
11112262,6604222,C[C@@H]1C[C@@H](CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,Inactive
11112263,449293,CN1[C@@H]2CC[C@H]1CC(C2)O,Inactive
11112264,3038,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,Inactive
11112265,5104,C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])O,Inactive
11112267,8480,C1=CC(=CC=C1NC(=O)N)[As](=O)(O)O,Inactive
11112268,5323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,Inactive
11112269,6604223,C[C@]12C[C@@H]([C@@]3([C@@H]([C@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,Inactive
11112270,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive
11112272,1548995,CC[C@]1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,Inactive
11112273,6604225,C[C@@H]1CC(=O)C[C@@H]([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,Inactive
11112274,6604226,C[C@H]1CC[C@@]2([C@H]([C@@H]3[C@H](O2)C[C@@H]4[C@@]3(CC[C@@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1,Inactive
11112276,5576,CC1(C(=O)N(C(=O)O1)C)C,Inactive
11112277,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112278,5319,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112279,5325,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112280,6604227,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2[C@H](C[C@@H]4[C@]3(CC[C@@H](C4)O)C)O)C,Inactive
11112281,6604228,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@@H]4[C@]3(CC[C@@H](C4)O)C)O)C,Inactive
11112283,448033,CCCC[C@H]1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,Inactive
11112285,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Inactive
11112287,8569,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,Inactive
11112290,667440,CN(C)CC[C@@H](C1=CC=CC=C1)C2=CC=CC=N2,Inactive
11112292,6604229,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N[C@@H](N2)C(Cl)Cl,Inactive
11112293,135403646,C12=NNN=C1N=C(NC2=O)N,Inactive
11112295,3647,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,Inactive
11112296,4756,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,Inactive
11112297,3998,C1=CC(=CC=C1CN)S(=O)(=O)N,Inactive
11112299,11972592,CC[C@H](C)C(=O)O[C@@H]1[C@@H]([C@@H]2[C@H](CN3C[C@H](CC[C@@H]3[C@@]2(C)O)C)[C@H]4[C@@]1([C@@H]5[C@@H]([C@H]([C@@H]6[C@]7([C@@]5(C4)O[C@]6([C@H](CC7)OC(=O)[C@@](C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O,Inactive
11112300,6604232,C[C@@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@H]2CC[C@@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O,Inactive
11112301,5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112302,5336,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112303,6604233,CC(=O)[C@H]1CC[C@H]2[C@@]1(CC[C@H]3[C@@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Inactive
11112306,92305,CC(C)[C@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,Inactive
11112307,20056532,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,Inactive
11112308,54699177,CC(=O)C[C@H](C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,Inactive
11112309,72276,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Inactive
11112310,72276,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Inactive
11112311,441457,C[C@@H]([C@H](C1=CC=CC=C1)O)N,Inactive
11112312,6604235,CC(=O)O[C@H]1CC[C@H]2[C@H]3CC[C@@]4([C@@H]([C@@H]3CCC2=C1)CC[C@@]4(C#C)OC(=O)C)C,Inactive
11112314,5534,C1CCN(C1)CC#CCN2CCCC2,Inactive
11112315,11972593,CCN1C[C@@]2([C@H](C[C@H]([C@]34[C@@H]2[C@H]([C@@H]([C@H]31)[C@]5([C@@H]6[C@@H]4C[C@@]([C@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@H]5O)OC)O)OC(=O)C)OC)OC)O)COC,Inactive
11112318,3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,Inactive
11112320,5281416,C1=CC(=O)OC2=CC(=C(C=C21)O)O,Inactive
11112321,6604237,C[N+]1(CCO[C@@](C1)(C2=CC=C(C=C2)C3=CC=C(C=C3)[C@@]4(C[N+](CCO4)(C)C)O)O)C,Inactive
11112322,6604238,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@@]([C@@]1(C)O)(C)O,Inactive
11112323,6604239,CC[C@@H]1CN2CCC3=CC(=C(C=C3[C@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,Inactive
11112327,460485,C1=NC(=NC(=O)N1[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)N,Inactive
11112328,9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,Inactive
11112329,6604240,C1[C@H]([C@@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C\C2=CC(=C(C=C2)O)O)O)O,Inactive
11112330,6604241,CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@]3([C@@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,Inactive
11112333,6604242,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@H]([C@@]4([C@@H]3C[C@@H](C5=CC(=O)C=C[C@]54C)F)F)O)C)OC(O2)(C)C,Inactive
11112335,4915,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,Inactive
11112336,6604243,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4([C@@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,Inactive
11112337,6604244,C[C@@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@@]4([C@@H]3CCC4=O)C,Inactive
11112338,1548942,CC(C)/C=C\CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Inactive
11112339,6604245,C[C@@H]1C[C@@H]2[C@@H]3CC[C@@]([C@@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,Inactive
11112340,6603774,CC(=O)[C@]1(CC[C@H]2[C@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,Inactive
11112341,6604246,C[C@@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4([C@@H]3CC[C@@]4(C#C)O)C,Inactive
11112342,6604247,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@]1(CC[C@H]3[C@@H]2CC[C@@H]4[C@]3(CC[C@@H](C4)O)C)C,Inactive
11112343,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Inactive
11112344,6604248,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@H]2CC[C@@]3([C@@H]4CC[C@@]5([C@H](CC[C@@]5([C@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,Inactive
11112345,6604249,C[C@H]1CC[C@]2([C@H]([C@H]3[C@H](O2)C[C@H]4[C@]3(C(=O)C[C@@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,Inactive
11112346,6604250,CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@@H]5CC[C@@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,Inactive
11112347,6604251,CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@@H]5CC[C@@]4([C@@]3(CC2)C)C)(C)C)O)C)CO,Inactive
11112348,6604252,C[C@]12CC[C@@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O,Inactive
11112349,6604253,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@@H]3[C@H]2[C@H](C[C@@H]4[C@]3(CC[C@@H](C4)O)C)O)O)C,Inactive
11112350,10143,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)OC,Inactive
11112353,688353,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)C[C@H](CO)O,Inactive
11112355,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,Inactive
11112357,6604254,C/C=C/1\C[C@@H]([C@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(CO)O)C,Inactive
11112358,6438237,C/C=C/1\CC(=C)[C@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O,Inactive
11112359,719595,C[C@H]1[C@@H]2CC[C@@]3(C=CC(=O)C(=C3[C@@H]2OC1=O)C)C,Inactive
11112360,6604255,CCN(C1=CC=CC=C1C)C(=O)/C=C\C,Inactive
11112361,10235,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,Inactive
11112364,21907,CN1[C@H](CCC1=O)C2=CN=CC=C2,Inactive
11112366,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inactive
11112368,205586,C1CCN[C@@H](C1)C2=CN=CC=C2,Inactive
11112369,1796510,C1C[C@H](CNC1)C(=O)O,Inactive
11112370,1257702,C1=CN(C=C(C1=O)O)C[C@H](C(=O)O)N,Inactive
11112373,6604256,COC1=CC(=O)O[C@H](C1)/C=C\C2=CC=CC=C2,Inactive
11112374,11972594,CN1C[C@@]2([C@H]3C[C@@H]4[C@]5([C@@H]2[C@H]1[C@@H]3CO4)C6=CC=CC=C6NC5=O)C=C,Inactive
11112375,11972595,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@@H]([C@@]([C@H]31)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@H]5[C@@H]6OC)OC)O)O)OC)O)COC,Inactive
11112376,6604259,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,Inactive
11112377,6604260,CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@]3([C@@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O,Inactive
11112378,6604261,C[N+]1(C[C@H](C[C@@H]1C(=O)[O-])O)C,Inactive
11112379,6603968,COC1=CC(=CC(=C1OC)OC)[C@@H]2[C@@H]3[C@@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O,Inactive
11112380,1892,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,Inactive
11112383,6604263,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Inactive
11112387,636924,CC(C)([C@H](COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)O)O,Inactive
11112390,10666,CN1C=CC(=C(C1=O)C#N)OC,Inactive
11112392,3830,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,Inactive
11112394,10745,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O,Inactive
11112395,3371,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,Inactive
11112396,6604264,C1=CC(=O)OC2=CC(=C(C=C21)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,Inactive
11112397,688483,COC1=CC=CC=C1OC[C@@H](COC(=O)N)O,Inactive
11112398,442649,C1CC(=NC1)C2=CN=CC=C2,Inactive
11112401,1715117,CCNC[C@@H](C1=CC(=CC=C1)O)O,Inactive
11112402,2761171,CCC1=NC=CC(=C1)C(=S)N,Inactive
11112406,6604269,C[C@@H](CCCC(C)(C)O)N,Inactive
11112407,6604270,C[C@@H]1[C@H]2CC[C@H]3[C@@]2(CC[C@@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,Inactive
11112413,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,Inactive
11112414,5577,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Inactive
11112415,721860,C[C@@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,Inactive
11112416,11289,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,Inactive
11112418,2966,C1CN(CC2=CC=CC=C21)C(=N)N,Inactive
11112419,6603779,C[C@@H](C[N+](C)(C)C)OC(=O)N,Inactive
11112420,6604273,CN1CC[C@]23[C@H]4NC5=CC=CC=C5[C@@]2([C@@H]1NC6=CC=CC=C36)CCN4C,Inactive
11112421,6604274,CC1=C[C@@H]2[C@H](CC[C@@]3([C@@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@]4(C1=CC(=O)CC4)C,Inactive
11112422,6604275,C[N+]1(CC[C@H](C1)OC(=O)[C@](C2CCCC2)(C3=CC=CC=C3)O)C,Inactive
11112423,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,Inactive
11112424,6604276,CC(=O)N[C@@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,Inactive
11112426,158961,C[C@@H](CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O,Inactive
11112427,2391,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,Inactive
11112428,3739,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,Inactive
11112429,6604278,C[C@H]1[C@H]([C@H](C[C@H](O1)O[C@@H]2CC[C@]3([C@H]4CC[C@]5([C@H](CC[C@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O,Inactive
11112432,12492,C[C@@H]1CCC[C@@H](N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,Inactive
11112434,4886,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2,Inactive
11112435,5326,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112436,6419891,C[C@]1(CCOC(=O)C1)O,Inactive
11112437,3081,CC1(C(=O)NC(=O)O1)C,Inactive
11112438,5329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112439,6604279,C1CCC(C1)C[C@@H]2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,Inactive
11112440,6604280,CCCCC[C@@H](/C=C\[C@@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O,Inactive
11112442,54686780,C[C@@]1([C@H]2C[C@H]3[C@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,Inactive
11112443,440266,C1=CC(=CC=C1[C@H](CN)O)O,Inactive
11112444,136620,CC(=O)NC1=CC2=CC=CC=C2OC1=O,Inactive
11112445,6604282,CC[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Inactive
11112446,6604283,C[C@]1([C@H]2CC[C@@H](C2)C1(C)C)NC,Inactive
11112447,164739,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N,Inactive
11112449,6604284,CC(=O)O[C@H]1CC[C@@]2([C@@H]3CC[C@]4([C@@H]([C@@H]3CC=C2C1)CCC4=O)C)C,Inactive
11112450,6604285,CCC[C@H]1C[C@@H](N(C1)C)C(=O)N[C@H]([C@H]2[C@H]([C@H]([C@@H]([C@H](O2)SC)O)O)O)[C@H](C)O,Inactive
11112451,688084,CNC[C@@H](C1=CC(=C(C=C1)O)OC)O,Inactive
11112452,2797,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,Inactive
11112453,6604286,C1=CC(=CC=C1OC[C@H](COC(=O)N)O)Cl,Inactive
11112455,70269,CC1=NNC(=O)NC1=O,Inactive
11112457,6604287,CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)N)SC1)C(=O)O,Inactive
11112458,6101895,CC(C)NC[C@@H](C1=CC=C(C=C1)NS(=O)(=O)C)O,Inactive
11112459,5390108,C1=CC(=CC=C1C(=O)N/N=C\C2=CC=C(O2)[N+](=O)[O-])O,Inactive
11112460,1989,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Inactive
11112462,3280,CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC,Inactive
11112463,54686781,C[C@@]1([C@H]2C[C@H]3[C@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN[C@@H](CCCCN)C(=O)O)N(C)C)O,Inactive
11112464,65065,CC(=O)N[C@@H](CC(=O)O)C(=O)O,Inactive
11112465,470072,CC[C@H](CO)NCCN[C@@H](CC)CO,Inactive
11112466,4165,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,Inactive
11112469,4091,CN(C)C(=N)N=C(N)N,Inactive
11112470,44600,C1=CC(=CC=C1[C@H](CC(=O)O)CN)Cl,Inactive
11112471,6604290,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4([C@@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,Inactive
11112472,70912,CC(C)C[C@@H](C(=O)O)NC(=O)C,Inactive
11112473,6604291,CC(=O)N[C@@H]1CCSC1=O,Inactive
11112474,5526,C1CC(CCC1CN)C(=O)O,Inactive
11112477,5332,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112479,6604293,C1[C@H]([C@H]([C@@H]([C@@H]([C@H]1N)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@@H]3[C@H]([C@@H]([C@@H](O3)CO)O[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,Inactive
11112480,6604294,C[C@@H]([C@@H]1C(=O)NCC[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CCN)CCN)C(C)C)CC(C)C)CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H]([C@H](C)O)NC(=O)[C@H](CCN)NC(=O)CCCCC(C)C)O,Inactive
11112481,16134261,CC[C@H](C)[C@@H]1C(=O)N[C@@H](C(=O)NC(=C)C(=O)N[C@@H](C(=O)N[C@]23CCC(=N[C@@H]2C4=CSC(=N4)[C@@H]([C@@H](OC(=O)C5=NC6=C(C=C[C@@H]([C@H]6O)N1)C(=C5)[C@H](C)O)C)NC(=O)C7=CSC(=N7)[C@H](NC(=O)[C@@H]8CSC(=N8)/C(=C/C)/NC(=O)[C@H](NC(=O)C9=CSC3=N9)[C@H](C)O)[C@@](C)([C@H](C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,Inactive
11112482,6604295,C[C@H]1/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@H](C[C@H]2[C@@H]([C@@H](C[C@](O2)(C[C@H](C[C@H]([C@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@H]([C@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)C)O)N)O,Inactive
11112483,6604296,CCCCCC[C@@H]1[C@@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,Inactive
11112484,6604297,C[C@H]1/C=C\C=CCC/C=C\C=C/C=C\C=C[C@H](C[C@H]2[C@@H]([C@@H](C[C@](O2)(C[C@H]([C@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@H]([C@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)C)O)N)O,Inactive
11112485,6604298,C[C@H]1[C@H]([C@@](C[C@H](O1)O[C@H]2[C@@H]([C@@H]([C@@H](O[C@@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N[C@@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,Inactive
11112486,6604299,C1[C@@H]([C@@H]([C@H]([C@H]([C@@H]1N)O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CN)O)O)N)O[C@H]3[C@H]([C@@H]([C@H](O3)CO)COC[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,Inactive
11112487,6604300,CC[C@H](C)[C@@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H]([C@@H](C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,Inactive
11112489,688595,CCN(CC1=CC=NC=C1)C(=O)[C@@H](CO)C2=CC=CC=C2,Inactive
11112491,6604301,C[C@]12CCC(=O)C=C1[C@H](C[C@H]3[C@H]2[C@@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F,Inactive
11112493,6546955,CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4[C@@](C2)(C(=O)OC)O,Inactive
11112497,6604303,C[C@@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O,Inactive
11112498,98889,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)O,Inactive
11112500,6603976,CCCN[C@@H](C)C(=O)NC1=CC=CC=C1C,Inactive
11112502,101382,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O,Inactive
11112505,3366,C1=NC(=O)NC(=C1F)N,Inactive
11112509,6604305,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSC[C@@H]2CCCO2)/C,Inactive
11112510,6604306,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@]4([C@@]3([C@@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,Inactive
11112511,4487,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,Inactive
11112512,6604307,C1=CC(=C(C(=C1)O)N)C(=O)C[C@H](C(=O)O)N,Inactive
11112515,6604309,C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)CC[C@H]4[C@]3(C[C@H]5[C@@H](C4)S5)C,Inactive
11112516,5510,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,Inactive
11112518,17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
11112520,716488,C[C@@](CC1=CC(=C(C=C1)OC)OC)(C(=O)O)N,Inactive
11112521,673470,CC(C)([C@@H](COC1=CC=CC2=C1N(C(=O)C=C2OC)C)O)O,Inactive
11112522,6604310,C[C@H]1C[C@H]2[C@H]3CC[C@H]([C@@]3(C[C@H]([C@@H]2[C@]4(C1=CC(=O)CC4)C)O)C)C(=O)C,Inactive
11112525,164752,C[C@H]1C2=CC(=C(C=C2CCN1)OC)OC,Inactive
11112526,6604312,COC1=CC(=C(C=C1)OC)[C@@H](CNC(=O)CN)O,Inactive
11112527,6604313,C[C@@]12CCC(=O)C=C1CC[C@H]3[C@]2([C@H](C[C@@]4([C@@H]3C[C@H]5[C@@]4(OC(O5)(C)C)C(=O)CCl)C)O)F,Inactive
11112529,71655,C1COCCN1C(=N)N=C(N)N,Inactive
11112532,72894,C1=CC=C(C(=C1)N)S(=O)(=O)N,Inactive
11112535,688593,COC1=C(C(=C2C(=C1)CC[C@H](C3=CC(=O)C(=CC=C32)O)N)OC)OC,Inactive
11112536,19003,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C,Inactive
11112542,6604315,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O,Inactive
11112544,19529,CN(C1=CC=C(C=C1)OC(=O)C2=CC=CO2)C(=O)C(Cl)Cl,Inactive
11112545,5393144,C1COCCN1C[C@@H]2CN(C(=O)O2)/N=C\C3=CC=C(O3)[N+](=O)[O-],Inactive
11112546,3690,C1CN(P(=O)(OC1)NCCCl)CCCl,Inactive
11112548,73265355,C[C@@H]1[C@]([C@@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@@H]([C@@H]([C@@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)NC)(C=O)O,Inactive
11112550,5585,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,Inactive
11112551,77553,CC(=O)C1=CC2=CC=CC=C2OC1=O,Inactive
